数据编号,comment,label
10296,一开始挺喜杨澜，后来加了杨澜微博。,like
10297,爱大家！,like
10298,特别爱！！,like
10299,高考日，祝同学们考试顺利！,like
10300,[呵呵] 高考是我们苦读的结束，也是我们脱离被动学习状态，学会自学，进入全新奋斗的开始！,like
10301,——多么称职的女主持人，多么红火的娱乐节目,like
10302,小笨穿的可美了 准备美代一双 各位觉得美貌不？？,like
10303,感动的是，只是因为wikipedia的小介绍，只是因为音乐纯粹的爱下去,like
10304,这总统太帅了！,like
10305,//@乌鲁木齐卷毛：我喜欢。,like
10306,//@Rayila_melody很安静：给力！,like
10307,刚接到Katty的电话，她正在北京机场，一家人要飞往香港，快一年没听到声音，很亲切，这次回国她不来上海，否则尽地主之谊，好好地陪着游玩。,like
10308,我们都希望彼此的生活能越来越好！,like
10309,"到现在我的心都没变,所以还是会继续支持的!",like
10310,所以加油吧!,like
10311,无法形容的美貌啊。,like
10312,惨白的少年啊~~~~~让俺扑上去吧&amp;gt;&amp;lt;！！WP：1440x900pt。,like
10313,我很幸运，能为自己喜欢的事忙碌，也就不觉得累。,like
10314,这种热情对找工作很有用。,like
10315,今收到老公发来的节日问候，超给力，与各位分享！,like
10316,三八节温馨提示：家和万事兴！,like
10317,刚把周笔畅的唱歌去旅行的演唱会看完，不得不说，还是很不错的，和其他开过个唱的超女比起来，无论曲风舞台造型和安排都洋气很多，没有大陆选秀明星的影子，大家可以去看看[赞],like
10318,期待他们的精彩报道。,like
10319,我一吃迷你版的奥利奥我就爱上了！,like
10320,一口一个！,like
10321,真适合我！,like
10322,阿君妈包的粽子不是一般的好吃哦,like
10323,清晨的阳光好暖和！,like
10324,米兰3：0完胜那布勒斯，帕托的爆发，博阿腾的闪光，让我们又看到了那支充满霸气的米兰。,like
10325,不过今天更让我感动的是扬库洛夫斯基、加图索、内斯塔这样的米兰老将，在他们身上又看到了米兰精神！,like
10326,接下来的两场恶战，米兰值得期待,like
10327,异口同声：冯绍峰——你们究竟是蜜蜂还是蜂蜜呀，实在是太可耐啦！,like
10328,[哈哈] 话说，幂坐的沙发位置很大哦~[偷笑] （天下女人）,like
10329,给力的万达~好吧~还木呼朋唤伴去围观翔翔的抓紧啦!!!,like
10330,回复@徐烽xufeng:有道理!,like
10331,所以要同情关怀残疾人，给无助的人们以温暖。,like
10332,今天，向家驹致敬。,like
10333,希望大家去天水看看，那里人纯朴性格很感人。,like
10334,来享受节日的幸福，或者，让幸福住进你的心里，祝各位MM三八节快乐！,like
10335,我相信女人的脸上一定笑开了花.......,like
10336,我超羡慕周亦航他家.,like
10337,他家超有爱~,like
10338,他每天晚上上完晚修之后骑单车回家~然后他爸或者他妈就开部车跟在他后面帮他照亮夜行的路~,like
10339,他家巨有爱~,like
10340,上学时读过残雪，去年看到肖全一本摄影集上面残雪的照片，很酷，决定再读。,like
10341,虽然不喜欢他，但喜欢听不同类型的歌曲。,like
10342,很多都是他风格的歌曲，但我最喜欢的是《老张的歌》，这是一首叙事的歌曲，简单的风格：吉他+口琴。,like
10343,"饭饭们,哥对我们这么好,大家是不是很感动?",like
10344,"那我们更要体谅他信任他,",like
10345,哥对我们好一分，饭饭对哥好十分!,like
10346,陶陶、谢谢你一直都这么帮我、,like
10347,各位超龄儿童：明天就是六一，祝我们这些表面风光内心彷徨；容颜未老心已沧桑的老中青年六一节快乐！,like
10348,无论时光离去几十年，无论曾经佩戴小红花还是满脸泥巴，无论你是岁数大还是心眼小，超龄儿童们放纵一下吧！,like
10349,这样宣传比买CCTV的8点广告好值啊！！！,like
10350,我的男神啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，很美有木有，美爆了有木有，我的雕塑美男啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊[mua] [mua] [mua],like
10351,[给力][给力],like
10352,赫宰少时，shinee在排舞，可能是新舞，赫宰犯了小错误，超可爱的,like
10353,"@隐士之蓝 虽然你不是女性,但属于女性用品； 虽然您不是母亲，却让很多女士做了母亲； 虽然您不是妇女，却让太多女孩变成了妇女，并得到了快乐； 您辛苦了。",like
10354,祝您三八节日快乐！,like
10355,其实我真的就是随便挑了几张的 ~~但是炫真神马的也很有爱~有木有？？,like
10356,有木有？！！！！！！！！！！！！！,like
10357,江先生生前推动了包括大飞机和半导体在内的多个重大科技项目,like
10358,他们也算神仙眷侣了，曲很好，这个德国人不简单。,like
10359,极简，极美。,like
10360,古诗词被唱得那么好听，且贴近原味的，,like
10361,温总理对政府工作报告从头至尾亲自修改，为的是让老百姓看得懂，愿意听，还能管用，所谓管用，总理可能就是让老百姓监督政府的承诺，总理的良苦用心真令人动容。,like
10362,哇 红姑依然这么性感[花心] //@孙立基ChristopherSun:甘先生這帖，必須轉發！,like
10363,[太阳],like
10364,祝大家平安,like
10365,"中间编导想几次想绑架把他带走,他却说""都签,必须签""[泪] 当时感动的我哟.",like
10366,"哥,真的很值得我们爱....",like
10367,使劲爱哥吧.[爱你] [爱你] [爱你] [爱你],like
10368,试着想起--这首歌好听！,like
10369,不错的想法！,like
10370,今天，向家驹致敬。,like
10371,好！！！,like
10372,这才是我喜欢的JAY风格电影，《头文字D》虽然是杰伦的第一部电影，但我认为也是最好的一部，相对最近几年的其他烂片来说。,like
10373,再看几遍还是那么有feel,like
10374,这个必须要隆重推荐下。。。。,like
10375,一个月用下来绝对好。,like
10376,霜状的质地刚摸上去感觉稍稍有点粘 但是非常好吸收,like
10377,（哥继续用这块幸运橡皮）,like
10378,食品安全是个问题，多方的表现都不错。,like
10379,ヾ(≧O≦)〃嗷~厉旭你真可爱。,like
10380,看到了吧^^无论年长还是年幼，爱着你的心都是一样的不会改变[心] [心],like
10381,感谢各位了。,like
10382,我葱下场时是从我身边过去的，一身白，巨美。,like
10383,支持天津颐高数码广场！,like
10384,北理校队威武，第五次夺得中国大学生足球联赛冠军！,like
10385,祝晨梦初醒四周年快乐！,like
10386,祝我22岁生日快乐！,like
10387,我们继！续！爱！[蛋糕],like
10388,刘慈欣《球状闪电》，推荐下哈，不过可能因为是早期作品，语言啊文章架构啊啥的看着没《三体》爽。,like
10389,奶奶在世时常抱怨毛东泽让全国人民吃不上饭，但我却唯独喜欢毛泽东，打读高中时，一本《毛泽东传》把我看得如痴如醉、神经错乱。,like
10390,电影票已攒足，择日观看，在此也感谢那些电影票多得到处派发的人。,like
10391,但是由于题材对胃，还是莫名挺喜欢……,like
10392,最后还挺感人不是么嘤嘤嘤嘤QAQ,like
10393,从小就喜欢苏牧，太美了，太爱了！,like
10394,互相陪伴！,like
10395,[爱你],like
10396,真的是很喜歡。,like
10397,這幾天發得太多風景的照片　但我就是喜愛拍攝這類題材　好吧　就最後一張　雖然今夜的他　沒有前天的那麼美　但仍是很動人的　後援　晚安,like
10398,这天气合适吃鱼生喝小酒，点了一条2斤的赤眼，鱼刺身，鱼头鱼骨椒盐炸香，再点一个海蜇刺身，嘿嘿。。。。,like
10399,该戏剪影效果的呈现创意很好，这个回头看图说话。,like
10400,（有爱哈~） 2.锅煤的电风扇是同一个~~（这个更有爱~） 。。。,like
10401,在马代很自由，很舒心吧，没有累人的工作，没有烦人的狗仔，只有最心爱的爱人和最好的朋友陪着，这样真的很好。。。,like
10402,换做我，我也希望一直在美好的梦里，永远都不要醒来。。。,like
10403,之前的艺术片我也颇为喜爱，看看他搞的商业片是啥动静。。,like
10404,真想在北京呆着，那样就可以每天去电影学院和传媒大学听电影制作课了。,like
10405,　　宝贝！,like
10406,如有渔船靠岸，黄昏小街道各类小海鲜纷纷的摆放出卖，新鲜海味看的好馋人，恨不的买上直接煮来吃！,like
10407,《蝴蝶梦》真好！！！,like
10408,王志萍演的真好，粉丝真给力，先发粉丝的嘿嘿。,like
10409,不得不佩服啊。。。,like
10410,我觉得我穿上它，应该会不错·哈··虽然我自己打心底就不喜欢甜美版的，不过朋友都说觉得我适合那样子多些··哎··难道我样子问题？,like
10411,时间过得真快转眼就九（20）了、那个八（20）班是永恒最温暖的班级、这个班级里给我们带来了喜与悲 这个班级就像一个温馨的大家庭 友谊大过天 爱与团结为一体的一个班。,like
10412,我爱这个班、虽然有痛 但是它也给我带来了不少快乐、我爱你你们爱这个班[爱你],like
10413,亏着民警发现问题 破获。,like
10414,这个想法很不错呀！,like
10415,"一直以来我都觉得是我们在保护他,因为他太干净太美好!",like
10416,我到哪儿去找这么好的你啊?,like
10417,谢谢你一直这么照顾我。。,like
10418,你也是，好好照顾嗓子，如果觉得自己喉咙什么时候不要了的话，捐给我。。,like
10419,我应该正直向上，就算爱看电影，也应该看些很好很文艺很有水平的电影，而不是整天都沉醉在这些纸醉金迷的频影当中。,like
10420,§我喜欢你，不在乎你有多富有，也不在乎你的外表有多帅气迷人，我只在乎你那颗为我痴狂，爱我如初的心而已。,like
10421,一定会持续支持的[赞] ！,like
10422,也希望你们越办越好！,like
10423,[心] //@安踏女子：[耶] 亲喜欢就好！,like
10424,关注安踏女子，好运连连~~即将有更多重磅活动推出，大家期待下~~哇哈哈[嘻嘻],like
10425,我想我会永远支持这个大气的男人！,like
10426,海敏吧发的所有东西 都是因为爱李东海爱李晟敏爱海敏才发的 发给喜爱海海敏敏的亲们共赏的 所以也请各位互相尊重喔喔~~~~~不喜欢或者不是你喜欢的CP请别评论也别转发都没关系的喔嘤嘤嘤素质神马的嘤嘤嘤 真心感谢配合&amp;gt;///&amp;lt;,like
10427,被窝里面喷了大卫杜夫冷水~~味道很温暖~~近窝了~~每次感觉要失眠的时候都会喷上冷水~~~冷水给我一种有个温暖港湾的感觉~~所以挺喜欢冷水的~进窝了~安安,like
10428,其实，任何事情只要你去做，并且付出了努力，你也可以做得很好。,like
10429,我们要学会多和自己竞争，事情是不分大与小的，复杂的事情要简单做，简单的事情要认真做，认真的事情要反复做，相信成功会来找你！,like
10430,轻轻摇晃小脑袋的模样可爱死了[偷笑] [星星眼],like
10431,祝贺，祝贺！,like
10432,一年多了，自己真的改变了很多，谢谢张姐、谢谢玫瑰园！,like
10433,不经历事情、不对比、不知道，喜欢现在这个自己！,like
10434,加油！[左上](^ω^)[右上],like
10435,2007.6.30 Dream Concert ~ 2011.6.29，我还是这么喜欢你。,like
10436,最后就拿他俩吧~~不知道够不够满足你们的饥渴[咦] 反正我看着挺有爱的~~~这张2真很MAN有没有？！！！！,like
10437,很有攻的架势！！,like
10438,有没有！！！！！,like
10439,寧靜里現在最小的貓貓 我喜歡他 他也喜歡我 他下午在我身上睡了近兩個小時 我都沒站起來去看別的貓 希望你永遠都這樣無憂無慮,like
10440,只有晚上一个人在电脑桌前才可以静下来思考，即便是无所作为的一个小时，也会感觉今天充实了许多。,like
10441,看到有天戴着允浩代言的cartier手链我就圆满了！,like
10442,我相信这是允浩送的！！！,like
10443,这兄弟情啊啊~~~,like
10444,场面好感人！,like
10445,加油加油[给力] ~,like
10446,今天到重庆为我的电影《大人物》做首映，因为是特别献给我的家乡的电影，所以提前到今天上映。,like
10447,大家对我的祝福和鼓励我都收到了，再次谢谢我的好朋友们！,like
10448,期待十一号的全国上映,like
10449,呵呵，确实是不简单呀！,like
10450,恩，海南真好。,like
10451,谢谢图中的好心人！,like
10452,但是每个都很甜。,like
10453,在藏区吃的所有鸡蛋都很好吃，不管是煮的还是煎的还是炒的，都十足的鸡蛋味，不知道因为动物油做的还是因为都是土鸡蛋！,like
10454,(BY 天涯）啧啧，这图片说明写得真有才。,like
10455,"音质超好,很赞!",like
10456,[赞] 他们到6月30前是优惠期间.,like
10457,有兴趣的童鞋可以去试试呀!!,like
10458,[酷]推荐推荐!,like
10459,飞轮海！,like
10460,加油，炎亚纶！！,like
10461,"超級可愛的Reebok x Hello Kitty 2010 只在日本Atmos有售12,600 円",like
10462,午间时分，来欣赏马来西亚插画师Heng Swee Lim的一幅很有爱作品：Hugs Keep Us Alive.[可爱],like
10463,[西藏]一个美丽而令人神往的地方.,like
10464,i//@毛华铭：这么美的天空让我想起了西藏，我的第二故乡,like
10465,//@小慧影视传媒:好美的天空啊·····,like
10466,看着就舒服别提身临其境的感觉了····,like
10467,感谢@主持人将将糊及105?,like
10468,希望所有的朋友不管什么年纪不管什么环境都不要把梦想磨灭,like
10469,我喜欢喝喜力，别的如百威、嘉士伯口感都一般；,like
10470,唱的不错转//@韩耕晨：唱的真不赖，转起来//@雪夜冰河：朋友们帮转吧。,like
10471,虽然曲调简单，但这呼伦贝尔草原来的艺术家唱出的味道，是我们平时听不到的。,like
10472,他叫红日，影像艺术家，却写了很多好听的歌，但不为人知，他们冬天不舍得烧煤，一身寒破，却舍得把最好的酒和鹿肉全拿出给我们吃喝。,like
10473,配方米糊才是最好的！！！,like
10474,两兄弟，电视节的工作顺利完工，多谢"菊花醉＂全体同仁的照顾，特别感谢于老板给力的发言，记在心中,like
10475,[心] 祝大家明天四六级考试顺利过关！！！,like
10476,送上一幅爱丽丝图给大家~祝大家美梦成真！~??,like
10477,要活得有自己！,like
10478,（流浪→ 蜗居→ 小康）[宅] [宅] [宅] 在这里代受伤的小鸟感谢每位有爱心的童鞋们 [可爱] [可爱],like
10479,昨日的试运行活动得到大家的鼎力支持，非常感谢！,like
10480,初步决定，本微博送票活动每周两次，星期3和星期7（你懂的），中奖信息在活动结束的第二天公布，后续活动方式将尽量考虑得更全面，也希望能通过活动给大家送出更多的门票！,like
10481,再次感谢大家的支持！,like
10482,我制片人在好莱坞的办公室，挂满作品。,like
10483,希望有一天，我的工作室里也可以挂上这么多令人发指的作品海报。,like
10484,加油！,like
10485,20分钟内脱销两次，要不要这么给力的。,like
10486,轻舞曲这个概念从提出来就让我特别喜欢，感觉就是你一直喜欢但是说不出的那个点被戳中了，明确化了~恩，我好喜欢[发嗲] ~,like
10487,不论如何艰辛，请让我们并肩面对！,like
10488,期待你们成长中蜕变之后的每一份成果！,like
10489,加油！,like
10490,我们一直都在！,like
10491,来，认识一下这位可爱的女孩。,like
10492,回复@南京电视台主持人赵迪: 赵主播也站出来了~谢谢大家支持，给力打假！,like
10493,//@南京电视台主持人赵迪: 不仅是真人真事，整个过程也体现了细微的人文情怀。,like
10494,那个米粒可爱又大方的孩子有如下视频的下载可以发给我的，帮转瘦10斤，发给我的瘦20斤，卡卡卡卡阿卡卡︶ε╰??,like
10495,期待南科大的成长!,like
10496,希望也相信他会给中国学界带来新的风气。,like
10497,//@赵孟2010:对南科大充满期待,like
10498,这么看来，海盗比天朝政府更仁爱啊。。,like
10499,哎哎 明儿四级加油吧！！！,like
10500,考过了生活费见涨 考不过生活费看跌=-=一定要考过啊一定要考过！！！,like
10501,朴爷你一定要保佑我啊！！！,like
10502,加油,like
10503,还有谁比Crazy Frog值得期待，哪怕四年过去了，我们已经有点审美疲劳。,like
10504,学校早读7点40分就开始每天都是深夜入眠 但是 一个学期从未迟到过 我觉得自己很牛！,like
10505,唯一的福利就是交通真的是那个畅通 …,like
10506,在心静不下来的时候，最喜欢看你安静的侧脸，像天使一样安静美好~金厉旭加油，加油吧，勇敢地去闯出属于你的一片天地，我们会一直守护你，知道世界的尽头[爱心],like
10507,这是一场典型的半场攻防演练，阿森纳全场竟然没有一次射门，巴塞赢得名至实归，不要拿裁判说事，红牌没有任何问题！,like
10508,比马尔代夫性价比更高的旅游圣地啦，马来西亚的Kapalai水上屋，完全一样的美，价格却只有马代的三分之一，四晚水屋不到五千。,like
10509,sorry啦~~遲到的生日祝福吧！！,like
10510,高考就像谈恋爱，你越看的对方太重，对方反而没把你当回事，放开一点，放下压力，你会成功，并不是一次考试就可以决定一个人的一生的，相信自己。,like
10511,你是好孩子，当初给你米洛哥助攻了不少球。,like
10512,下赛季，自己也要好好加油哦。,like
10513,先上个预览版，下午还会有完整版哦~感谢@小园园janey 你越来越给力了，@锐合很爱疯 看一下~满意不？,like
10514,喜欢的笔亲们快收去吧~本期节目播出时间将陆续在极客棒微博公布，精彩3分钟视频花絮即将隆重登场，请大家继续关注！,like
10515,三人這張莫名有種清純(!?)感嗎…,like
10516,绝不放弃，Believe I can！,like
10517,的媒体人真是敬业啊，前排最左边的一位至少半程开着明晃晃的笔记本在黑漆漆的影厅里工作。,like
10518,致敬！,like
10519,感谢大家对我的关注，在爆一张！,like
10520,香港有一家超级有爱的猫书店。,like
10521,合个影什么的不更好么？,like
10522,六一了，祝福你生日快乐！,like
10523,这进度还可以 但愿本周末我的方案和合同也能如此顺畅- -为了不是整个周末交给工作 我得睡觉了,like
10524,沿东海岸自驾探访不同海湾，也很有乐趣,like
10525,上海，是我最喜欢的城市，喜欢他时尚与积淀、文化与世俗、本土与海外、大陆与海洋多种元素混搭的调调。,like
10526,有诗人这样赞美今日池州城：池州就是一座大园林，四季绿树成荫，鸟语花香，空气清新宜人，生活在这样的园林里是人生之福。,like
10527,谢谢老三让我明白，爱要勇于表达和争取，即使明天是意外，那么今天也不后悔，我想他死而无憾了吧,like
10528,当混乱和恐惧已经笼罩在寨桥大地时，他们义无反顾地来到了这片热土，把所见所闻告诉国人，坚持不懈地质疑，在这个普遍缺钙的时代，他们从骨子里散发出来的气质，恕俺无法准确地用一个词来描述，只能有这个词：高贵。,like
10529,讲解员比较漂亮，一举一动，一笑一颦都那么的让人着迷。,like
10530,这个说的清楚~// 回复:感谢您提出问题[可爱] 媒体应该有自己的判断，而不是亲信卖菜的说法，很显然，他招的是使用了植物生长调节剂，而不是避孕药，那种调节剂是植物激素，价格便宜，2、3元就能买一袋，效果是保鲜和促进生长、拉长瓜体，学名是氯吡脲，在使用剂量限定范围内对人无害，长期食用还有待考,like
10531,&amp;lt;青春期撞上更年期&amp;gt;、是我用少得可怜的高中寒假时间看完的、这部剧真的很赞！,like
10532,确实很美...,like
10533,You raise me up也很好听...,like
10534,一睹气象主播的疯姿[鼓掌] //@刘美人Barbie:要播出了紧张了吧~~[偷笑][鼓掌] // @冯殊 :笨手笨脚的做菜菜额…,like
10535,其实赢也好输也好，晋级也好淘汰也好，对于我这个非欧冠参赛球队支持者来说，都是满怀羡慕的，,like
10536,也只能在梦中憧憬有一天我那也能重返冠军杯赛场，我也能凌晨爬起来在电视机前为我那呐喊助威，希望那一天早日到来吧。,like
10537,这是个进步。,like
10538,节目很丰富。,like
10539,安徽卫视独播剧场正在播出泰国收视冠军剧＜玻钻之争＞，帅哥与靓女 共舞、眼泪与亲情齐飞。,like
10540,养眼养眼、淡定淡定。,like
10541,祝所有姐妹们：三围魔鬼化，收入白领化，家务甩手化，快乐日常化，爱情持久化，情调小资化，购物疯狂化，情人规模化，老公奴隶化，祝仙姑们节日快乐！,like
10542,还记得刚看到Nichkhun的帅气和Victoria的可爱。,like
10543,变得越来越爱他们两个。,like
10544,可是我就喜欢他们。,like
10545,希望以后还有很多个一周年。,like
10546,维尼大发[爱你],like
10547,[月亮] 晚安了各位！,like
10548,尽管苏珊大妈的预定量都超过了Whitney Houston，我们依然Look to老天后。,like
10549,就算与麦当娜撞衫，我们依然有兴趣聆听她的声音,like
10550,我偏爱我家葱儿我会说吗？,like
10551,感谢博主按照当年排名拼图，顺便感叹一下，冠军就是冠军，某些人永远只能望其项背,like
10552,[委屈] 总有一天我能回到我自己的轨道，必须的。,like
10553,那么多照片里，不变的是谢幕时，这张最幸福的笑脸。,like
10554,下次再见。,like
10555,为所有今夜的红蓝英雄们致敬！！,like
10556,感谢所有今晚从头至尾为巴萨呐喊至死的红蓝球迷！！！,like
10557,今夜因你们而精彩！！！,like
10558,巴萨万岁！！！,like
10559,加泰罗尼亚万岁！！！！,like
10560,《白虎头许坤非法经营案》北海市公安局的警察神勇！,like
10561,警察童子辛苦了，注意安全！,like
10562,夫妇俩拍了这张照片上传facebook，打动了很多厂商，获赠沃尔玛25万美金购物卡、拉斯维加斯蜜月之旅，以及赛琳迪翁演唱会贵宾票。,like
10563,虎子会永远挺你！,like
10564,就像你永远挺我那样！,like
10565,艾古那声音太萌了 TAT 植啊~~,like
10566,祝贺全国女性同胞：远离吸毒、赌博、家暴、吃软饭等四种坏男人！,like
10567,让人能发自内心去理解的作品才是好作品。,like
10568,小外甥今年高考，希望他平稳发挥，考出理想的成绩哦！,like
10569,大小孩，小小孩，真小孩，假大人，六一快乐！,like
10570,希望是个好的开始。,like
10571,晚安，亲爱的们。,like
10572,万宁的滋润护体霜套装，也送了护手霜，遮瑕笔一只，满38加10文换购凯婷的耐疲劳补水面膜，一个可用两年的竹炭薰衣草眼罩，万宁送了鼠标手腕护垫和按摩洗澡手套，满足。,like
10573,"真心欢喜敏君305滴小狼奔~现在想到还是想掉眼泪的钟云锅的非你不可,终于给我们唱了...",like
10574,还是SUPAR吧！！！！！,like
10575,力挺SUPAR,like
10576,李炜就是那个天使，降落人间的天使~~~有些事情不需要解释，世人就能看明白谁是最棒的，对吧，你们都懂的哦~~~~,like
10577,文大公子踩着早春的暖阳出生了，让我们一起祝福小公子健康、聪明快快长大！,like
10578,这个不支持，还能支持谁？,like
10579,提前祝大家节日快乐！,like
10580,哈哈试试随想客户端好好用！,like
10581,[亲亲][亲亲]尤其是键盘输入切换用起来超级方便[思考]就是表情少了点！！,like
10582,好想吃龙虾，有谁能和我一起去啊，无辣不欢的那种[花心][花心][花心],like
10583,[抓狂] [抓狂] 真帅真帅！,like
10584,怎么那么纯！,like
10585,被畅畅刷了一天、我其实很感谢那些人、让我可以再次忆起我们和她近七年的点滴、坚持的守护着她的坚持。,like
10586,只要她最后摆出那个胜利的手势、告诉我她是快乐的、我就甘愿一辈子沉迷。,like
10587,陪她哭、陪她笑、陪她唱歌旅行、哪怕世界洪荒。,like
10588,换一种思维模式和人生经营理念，我们会活得更自信和快乐。,like
10589,谢谢[可爱]！,like
10590,更要感谢各位老师们的悉心教导.,like
10591,是你们让我收获成长.,like
10592,辛苦了！,like
10593,谢谢！,like
10594,cpu是1g的双核hummingbird 4.3寸SPA大屏幕 130万前置摄像头 蛮给力的配置,like
10595,六一儿童节快乐！！,like
10596,我坐的那辆公交在半路和回来的一辆碰到了，回来的那辆车里的司机举起手比了个打枪的手势嘴型是Pia！！,like
10597,很俏皮！,like
10598,他很俏皮！！,like
10599,娇羞的！！,like
10600,小萌货一个...,like
10601,你会被萌翻的...,like
10602,北鼻你怎么这么可爱啊[开心] [开心] [开心] [开心] [开心],like
10603,我和超超老总在一起共同奋斗了十五年，别看他个子不高，但他内心的力量非常强大，是我坚实的后盾之一。,like
10604,大明王朝第三集随便节图，于大人太正直了！！,like
10605,谢谢小妖！,like
10606,你很给力！,like
10607,也谢谢大奶给寄过来！！,like
10608,随喜赞叹你们的功德！,like
10609,去某地出差，宾馆外有幅画特喜欢，拍了。,like
10610,唯有一事，今日三八，女粉丝们，为你祝福！,like
10611,过去的男朋友是个老婆迷，每天最大的兴趣所在是带着我到处旅游玩儿，乐于跟我腻在一起。,like
10612,我是非常喜欢值班的。,like
10613,看了21的MV、好想看现场版哟～,like
10614,妞儿好漂亮好漂亮的说～,like
10615,童颜[星星眼]…,like
10616,还很羡慕春姐的长发[美好]…,like
10617,我要努力我要努力！！！,like
10618,[按摩][按摩]明天一定要过阿[祈祷],like
10619,今天去了那个咨询会，然后去看了 财神客栈，，，，不错啊 ，，，还挺搞笑的。。。,like
10620,那些高考亲加油。,like
10621,明天过后就是你们的大晴天[太阳],like
10622,出去旅游，我还是喜欢买这样的纪念品……,like
10623,含着泪水说谢谢每一个人..,like
10624,我的小傻瓜童..,like
10625,我们也要谢谢你..,like
10626,让我们认识了这么可爱的你..!!^ ^..,like
10627,谢谢大家..,like
10628,让这一切开始的我们亚洲圈粉丝们，真心地表示对你们的感谢!!,like
10629,这是一部反映改革开放的主旋律电影，能拍成这样已经难得了，审查制度下只能出来这种片子，对于导演阎然还是应该支持，再创佳片！,like
10630,不管是MICKY还是6002，不管是双冠王还是朴会长，我们和金俊秀永远爱你，有天sama，生日快乐哦~,like
10631,另祝雷普利大发 （庆生桌面贺图待吧内更新 先放1P预览）,like
10632,能够感受到喜欢一个做人做事做音乐处处都真诚、善良、成功的优质偶像的快乐，很幸福。,like
10633,这个世界，需要更多美好的情感~~和所有心中有爱的人共勉,like
10634,"20110629 希澈TW更新：新时代的孩子要早睡早起^0^活泼又可爱的单纯孩子澈澈,也要睡觉觉喽~★........",like
10635,这些可都是名牌大学S1的姐姐哦...,like
10636,味道一定是酸酸甜甜的。,like
10637,//@帅帅真不帅:这图片真的让我欲罢不能，请仔细找，有人懂的,like
10638,不管怎么说，高晓松够爷们。,like
10639,国际主义精神可嘉。,like
10640,谢谢了亲^^(那个 界面感觉有点像3.1.2- -可能是我眼花了),like
10641,Marilyn Monroe 85岁生日快乐[蛋糕]……,like
10642,"后面拿单反的大哥,嫩是我亲大哥,嫩可要经常给我们拍二爷的近况啊,大家都想看二爷帅气的训练的样子啊!!!",like
10643,海军陆战队官方摄影师威武!!!,like
10644,[威武] [威武] [给力],like
10645,"剛試用了SHISEIDO資生堂-Themakeup系列的shimmering rouge唇膏，質感嫩滑透薄, 色澤就如唇上的一片寶石，我的最愛是玩味甚重的PK407,塗了好像Barbie娃娃, 及這次拍攝使用了的裸色BE303。",like
10646,用來配smoky eyes或大眼妝一流.,like
10647,很好，支付宝一人独大的局面打破指日可待！,like
10648,烈日下的H30cross&amp;amp;总冠军版光彩熠熠。,like
10649,[阳光][阳光][阳光][阳光][阳光][阳光],like
10650,糯米粉的软糯，花生芝麻糖的香甜，在口中，真的是回味无穷！,like
10651,[泪] [泪] 各位盆友们，节日快乐！,like
10652,其当之无愧！,like
10653,我觉得这是天鸿君邑精装修里唯一的亮点了~~,like
10654,这张照片上面看，周杰伦被jolin大美女衬托的毛帅气类。。,like
10655,不对应该是潇洒，，也不对的，反正比以前帅多了。,like
10656,叶瑞立要参选人大 支持叶瑞立参选人大代表！,like
10657,我咋那么爱你呢？,like
10658,你让我又爱又恨啊！,like
10659,看到你又忍不住太好吃拉！,like
10660,谁来制止我。。,like
10661,我想安稳的睡觉。。。,like
10662,翻页间，少时诱我而至的那个浪漫北京竟迷人地归来。,like
10663,微友国庆快乐！,like
10664,祝出门旅游（包括微游）的人旅途快乐，游玩快乐！,like
10665,祝宅男宅女在家吃好喝好玩儿好！,like
10666,本怕家中事会影响工作，没想到 工作中的你依旧帅气，自信，给大家带上来欢乐，加油吧！,like
10667,"今晚读高中历史书的《辛丑条约》签订这段简直像是一部小说的最佳铺垫,因为《辛》的签订使中国半殖民地半封建社会完全确立.",like
10668,心情激动!,like
10669,但是在网上看到有些人在热烈庆祝日本地震，无语了。,disgust
10670,哎哟。。,disgust
10671,虐死了啊啊！！,disgust
10672,真是一天下来天堂掉到地狱！！！,disgust
10673,话说郭采洁那角色怎么又能溜进电台了，不是保安已经有她照片了还被叮嘱要留意的吗！！,disgust
10674,非常讨厌那种拍了自拍或是试妆照说自己渣的要死还艾特了一堆人然后还轮那张照片版聊死命反驳说自己不萌其实心里暗喜的妹子。,disgust
10675,其实每次看到这种微博不管那妹子有多萌只有想吐的赶脚！,disgust
10676,崩溃了。,disgust
10677,恨嫁就是封建，同工同酬就是男女平等，我都太不同意了。,disgust
10678,我内牛满面了，一锅两制你还能理解么。。,disgust
10679,真是够了！！！,disgust
10680,小龙酱你也算是经纪人界的奇葩！！！！！,disgust
10681,多少年旅游都不跟团，这次算是半跟团，还是一样像幼儿园小朋友让导游牵着走…,disgust
10682,起那一大早，走庸俗的路线，听导游背熟到没有逗号的话…,disgust
10683,为什么那么多年我们的旅游业没有一点进步，总让跟团得我们觉得旅游是遭罪？,disgust
10684,各种困各种累…,disgust
10685,真是郁闷，每次回家想到要打车就头疼。,disgust
10686,我服完我家这个小子了，今天 早上吃云吞（自己家里包的），里面有丁点肥肉，吃进去就吐，我郁闷死了，直接不给他吃早餐了，让他受点惩罚！,disgust
10687,怎么这么挑食了呢，越大越难养了！[抓狂],disgust
